CBB,255,69.1,-47.75,77.04,Cambridge Bay,2,CANMOS,INTERMAGNET,,,
CBI,142.3,27.15,-145.4,19.58,Chichijima,1,210MM,,,,
CCS,104.28,77.72,176.59,72.77,Chelyuskin,3,RAPIDMAG,GIMA,AARI,,
CDC,283.4,64.2,3.04,73.47,Cape Dorset,1,MACCS,,,,
CDP,256.3,31,-35.65,39.45,Chengdu,1,INTERMAGNET,,,,
CER,289.4,-33.45,1.15,-19.71,Los Cerrillos,1,SAMBA,,,,
CGO,212.14,64.87,-93.82,65.46,College Intl Geophys Observatory,2,THEMIS,GIMA,,,
CHC,276.8,64.1,-8.07,73.72,Coral Harbour,1,MACCS,,,,
CHD,147.89,70.62,-145.89,65.67,Chokurdakh,1,210MM,,,,
CKA,73.6,68.5,149.04,64.77,Cape Kamenniy,1,Unknown,,,,
CKI,96.84,-12.19,168.9,-22.26,Cocos-Keeling Islands,1,INTERMAGNET,,,,
CLF,2.27,48.02,79.42,43.11,Chambon la foret,1,INTERMAGNET,,,,
CLK,285,44.7,3.23,54.21,Clarkson,1,MEASURE,,,,
CMO,212.14,64.87,-93.82,65.45,College,3,GIMA,USGS,INTERMAGNET,,
CNB,149.36,-35.32,-132.34,-45.03,Canberra,1,INTERMAGNET,,,,
CNH,124.86,44.08,-161.26,38.25,Changchun,1,INTERMAGNET,,,,
CNL,248.75,65.75,-54.49,73.08,Contwoyto Lake,1,CARISMA,,,,
CPS,180.55,68.88,-120.98,65.37,Cape Schmidt,2,AARI,210MM,,,
CPY,235.3,70.2,-75.95,74.91,Cape Perry,1,GIMA,,,,
CRK,357.36,57.09,78.41,54.81,Crooktree,1,SAMNET,,,,
CRP,275.09,10.44,-12.58,21.63,Chiripa,1,INTERMAGNET,,,,
CST,11.65,46.05,86.9,40.48,Castello Tesino,2,SEGMA,EMMA,,,
CSY,110.53,-66.28,158.16,-80.93,Casey,1,INTERMAGNET,,,,
CTA,146.3,-20.1,-138.73,-28.92,Charters Towers,1,INTERMAGNET,,,,
CWE,190.17,66.17,-112.14,63.47,Wellen,1,AARI,,,,
CY0,291.4,70.5,18.88,78.52,Clyde River,1,MACCS,,,,
CYG,126.85,36.37,-159.65,29.94,Cheongyang,1,INTERMAGNET,,,,
CZT,51.87,-46.43,107.41,-53.23,Port Alfred,1,INTERMAGNET,,,,
DAL,151.2,-27.18,-132.12,-36.01,Dalby,1,210MM,,,,
DAW,220.89,64.05,-85.34,66.24,Dawson City,1,CARISMA,,,,
DED,211.21,70.36,-99.27,70.87,Deadhorse,2,INTERMAGNET,USGS,,,
DIK,80.57,73.55,156.64,69.36,Dixon,3,RAPIDMAG,GIMA,AARI,,
DLR,259.08,29.49,-32.17,38.4,Del Rio,1,INTERMAGNET,,,,
DLT,108.48,11.94,-178.88,4.3,Dalat,1,INTERMAGNET,,,,
DMC,235.83,-75.25,-14.7,-65.48,Dome Concordia,1,INTERMAGNET,,,,
DMH,341.37,76.77,84.38,77.34,Danmarkshavn,1,DTUSpace,,,,
DNB,339.78,74.3,78.39,75.19,Daneborg,1,DTUSpace,,,,
DOB,9.11,62.07,90.19,59.64,Dombas,2,TROMSOE,IMAGE,,,
DON,12.5,66.11,95.19,63.75,Doenna,2,TROMSOE,IMAGE,,,
DOU,4.6,50.1,81.91,45.76,Dourbes,1,INTERMAGNET,,,,
DRV,140.01,-66.67,-122.99,-80.6,Dumont Durville,1,INTERMAGNET,,,,
DRW,130.9,-12.4,-156.02,-21.31,Darwin,1,210MM,,,,
DSO,278.6,36.25,-6.39,46.47,Darsky,1,MEASURE,,,,
DUR,14.28,41.39,88.38,34.49,Duronia,1,INTERMAGNET,,,,
DVS,77.97,-68.58,100.76,-74.97,Davis,1,INTERMAGNET,,,,
E01,23.86,41.35,97.13,35.21,Nevrokopi,1,ENIGMA,,,,
E02,21.97,39.45,95.14,32.68,Klokotos,1,ENIGMA,,,,
E03,24.1,38.63,97.05,31.88,Kimi,1,ENIGMA,,,,
E04,23.93,38.08,96.84,31.18,Dionyssos,1,ENIGMA,,,,
E05,22.95,36.72,95.78,29.37,Velies,1,ENIGMA,,,,
EAG,218.8,64.78,-87.8,66.59,Eagle,1,GIMA,,,,
EBR,0.49,40.82,76.44,33.11,Ebro,1,INTERMAGNET,,,,
EDM,246.7,53.3,-51.63,60.53,Edmonton,1,AUTUMN,,,,
EKP,265.95,61.11,-25.96,70.73,Eskimo Point,2,CARISMA,CANOPUS,,,
ELT,34.95,29.67,107.23,22.59,Eilat,1,INTERMAGNET,,,,
ENP,289.1,-52.13,3.05,-38.19,San Gregorio,1,SAMBA,,,,
ESA,141.36,39.24,-145.89,32.24,Esashi,1,INTERMAGNET,,,,
ESC,301.08,-62.18,12.07,-48.41,Escudero,1,SAMBA,,,,
ESK,356.8,55.32,77.25,52.74,Eskdalemuir,3,BGS,SAMNET,INTERMAGNET,,
EUA,274.1,80,-20.31,87.88,Eureka,1,CANMOS,,,,
EWA,202,-21.32,-81.02,-21.31,Ewa Beach,1,210MM,,,,
EYR,172.4,-43.4,-102.74,-49.89,Eyrewell,1,INTERMAGNET,,,,
FAR,352.98,62.05,77.3,60.89,Faroes,1,SAMNET,,,,
FCC,265.92,58.76,-25.57,68.5,Fort Churchill,4,CARISMA,CANOPUS,INTERMAGNET,,
FHB,310.32,62,39.05,67.41,Paamiut,1,DTUSpace,,,,
FIT,279.05,28.07,-6.42,38.57,Bullcreek,1,MEASURE,,,,
FMC,248.79,56.66,-50.02,64.28,Fort McMurray,2,CARISMA,BGS,,,
FRD,282.63,38.2,-0.64,48.05,Fredericksburg,2,INTERMAGNET,USGS,,,
FRN,240.3,37.1,-54.87,42.65,Fresno,2,INTERMAGNET,USGS,,,
FSJ,239.27,56.23,-61.69,62.05,Fort St. John,1,AUTUMN,,,,
FSP,238.77,61.76,-64.89,67.47,Fort Simpson,2,CARISMA,THEMIS,,,
FUR,11.28,48.17,87.05,43.2,Furstenfeldbruk,1,INTERMAGNET,,,,
FVE,243.98,58.37,-56.85,65.11,Fort Vermilion,1,AUTUMN,,,,
FYU,214.7,66.57,-92.83,67.65,Fort Yukon,2,GIMA,THEMIS,,,
GAK,214.7,62.3,-89.95,63.27,Gakona,2,GIMA,THEMIS,,,
GAN,73.15,0.69,145.72,-7.77,Gan,1,INTERMAGNET,,,,
GCK,20.77,44.63,94.75,39.04,Grocka,1,INTERMAGNET,,,,
GDH,306.47,69.25,39.39,75.25,Godhavn,2,DTUSpace,INTERMAGNET,,,
GHB,308.27,64.17,37.85,69.98,Nuuk,1,DTUSpace,,,,
GHC,264.1,68.6,-31.76,77.51,Gjoa Haven,1,MACCS,,,,
GIM,265.36,56.38,-26.08,66.16,Gillam,3,CARISMA,THEMIS,CANOPUS,,
GLN,262.88,49.65,-28.94,59.3,Glenlea,2,CANMOS,INTERMAGNET,,,
GML,356.32,57.16,77.6,54.98,Gleenmore Lodge,1,SAMNET,,,,
GNA,116,-31.8,-171.85,-43.57,Gnangara,1,INTERMAGNET,,,,
GNG,115.71,-31.36,-172.14,-43.08,Gingin,1,INTERMAGNET,,,,
GRK,29.38,60.27,106.34,56.98,Gorkovskaya,1,AARI,,,,
GTF,288.05,43.62,7.32,52.69,Grafton,1,MEASURE,,,,
GUA,144.87,13.59,-143.1,5.64,Guam,3,INTERMAGNET,USGS,210MM,,
GUI,343.57,28.32,60.99,16.06,Guimar,1,INTERMAGNET,,,,
GZH,113.34,23.09,-173.79,16.29,Guangzhou,1,INTERMAGNET,,,,
HAD,355.52,50.98,74.74,47.37,Hartland,3,BGS,SAMNET,INTERMAGNET,,
HAN,26.65,62.3,104.78,59.17,Hankasalmi,3,IMAGE,EMMA,SAMNET,,
HBK,27.71,-25.88,96.36,-35.51,Hartebeesthoek,1,INTERMAGNET,,,,
HER,19.23,-34.43,84.09,-42.08,Hermanus,2,INTERMAGNET,EMMA,,,
HIS,58.05,80.62,143.72,76.1,Heiss Island,1,AARI,,,,
HLL,339.44,63.77,67.4,64.41,Hella,1,SAMNET,,,,
HLM,210.13,61.24,-93.38,61.32,HLMS,1,GIMA,,,,
HLP,18.82,54.61,95.32,50.93,Hel,2,INTERMAGNET,EMMA,,,
HOM,209.53,59.7,-93.12,59.6,Homer,1,GIMA,,,,
HON,202,21.32,-89.1,20.88,Honolulu,2,INTERMAGNET,USGS,,,
HOP,25.01,76.51,114.59,73.53,Hopen Island,2,TROMSOE,IMAGE,,,
HOR,15.6,77,108.72,74.52,Hornsund,1,IMAGE,,,,
HRB,18.19,47.86,93.03,42.92,Hurbanovo,2,INTERMAGNET,EMMA,,,
HRN,15.6,77,108.72,74.52,Hornsund,2,IMAGE,INTERMAGNET,,,
HTY,139.8,33.12,-147.5,25.88,Hatizyo,1,INTERMAGNET,,,,
HUA,284.67,-12.05,-2.75,1.17,Huancayo,1,INTERMAGNET,,,,
HYB,78.6,17.4,151.87,10.36,Hyderabad,2,GFZ,INTERMAGNET,,,
IGC,278.2,69.3,-5.39,78.43,Igloolik,1,MACCS,,,,
INK,226.7,68.25,-83.05,71.5,Inuvik,3,GIMA,AUTUMN,THEMIS,,
IPM,250.58,-27.2,-32.3,-19.28,Isla de Pascua,1,INTERMAGNET,,,,
IQA,291.48,63.75,15.58,72.21,Iqaluit,2,CANMOS,INTERMAGNET,,,
IRT,104.45,52.17,178.45,47.79,Irkoutsk,2,INTERMAGNET,210MM,,,
ISK,29.06,41.07,102.04,35.32,Kandilli,1,INTERMAGNET,,,,
ISL,265.34,53.86,-25.79,63.7,Island Lake,2,CARISMA,CANOPUS,,,
IVA,27.29,68.56,108.61,65.6,Ivalo,2,IMAGE,EMMA,,,
IZN,29.73,40.5,102.63,34.7,Iznik,1,INTERMAGNET,,,,
JAI,75.8,26.92,149.2,21.02,Jaipur,1,INTERMAGNET,,,,
JAN,351.3,70.9,82.78,70.47,Jan Mayen,1,TROMSOE,,,,
JAX,278.4,30.35,-7.11,40.78,Jacksonville,1,MEASURE,,,,
JCK,16.98,66.4,98.94,63.82,Jaeckvik,2,TROMSOE,IMAGE,,,
JCO,211.2,70.36,-99.27,70.86,Jim Carrigan,1,BGS,,,,
KAG,130.72,31.48,-156.17,24.56,Kagoshima,1,210MM,,,,
KAK,140.18,36.23,-147.05,29.12,Kakioka,1,INTERMAGNET,,,,
KAR,5.24,59.21,85.69,56.7,Karmoey ,2,TROMSOE,IMAGE,,,
KAT,117.62,-33.68,-170.1,-45.63,Katanning,1,210MM,,,,
KAU,23.05,69.02,105.53,66.23,Kautokeino,1,IMAGE,,,,
KAV,216.63,70.07,-94.36,71.48,Kaktovik,2,GIMA,INTERMAGNET,,,
KDU,132.47,-12.69,-154.37,-21.59,Kakadu,1,INTERMAGNET,,,,
KEP,323.51,-54.28,25.94,-45.16,King Edward Point,2,INTERMAGNET,BGS,,,
KEV,27.01,69.76,109.22,66.82,Kevo,2,IMAGE,EMMA,,,
KGD,73.08,49.82,146.42,45.92,Karaganda,1,Unknown,,,,
KHB,134.69,47.61,-151.91,41.44,Khabarovsk,1,INTERMAGNET,,,,
KIL,20.79,69.02,103.74,66.33,Kilpisjarvi,3,IMAGE,EMMA,SAMNET,,
KIR,20.42,67.84,102.62,65.14,Kiruna,1,IMAGE,,,,
KIV,30.3,50.72,104.63,46.56,Kiev,1,INTERMAGNET,,,,
KMH,18.11,-26.54,86.27,-36.25,Keetmanshoop,2,GFZ,INTERMAGNET,,,
KNY,130.88,31.42,-156.01,24.49,Kanoya,1,INTERMAGNET,,,,
KNZ,48.85,55.83,122.98,52.27,Zaymishche,1,INTERMAGNET,,,,
KOR,134.5,7.33,-153.2,-0.71,Koror,1,210MM,,,,
KOT,197.4,66.88,-107.15,65.18,Kotzebue,2,GIMA,210MM,,,
KOU,307.27,2.21,23.49,6.05,Kourou,1,INTERMAGNET,,,,
KTB,100.32,-0.2,172.96,-9.01,Kototabang,1,210MM,,,,
KTN,137.71,75.94,-157.19,70.98,Kotelnyy,1,210MM,,,,
KUV,302.82,74.57,41.92,80.69,Kullorsuaq,1,DTUSpace,,,,
KVI,17.63,59.5,96.02,56.44,Kvistaberg,1,SAMNET,,,,
LAN,357.23,54.01,77.12,51.1,Lancaster,1,SAMNET,,,,
LEK,13.54,68.13,97.39,65.79,Leknes,1,IMAGE,,,,
LEM,147.5,-42.3,-132.47,-52.95,Lemont,1,210MM,,,,
LER,358.82,60.13,80.96,58.2,Lerwick,3,BGS,SAMNET,INTERMAGNET,,
LET,247.13,49.64,-50.07,56.88,Lethbridge,1,AUTUMN,,,,
LIV,299.61,-62.66,11.31,-48.75,Livingston Island,1,INTERMAGNET,,,,
LMM,40,-25.92,108.28,-35.33,Maputo,1,INTERMAGNET,,,,
LNN,30.7,59.95,107.38,56.62,Leningrad,1,Unknown,,,,
LNP,121.17,25,-165.89,18.13,Lunping,2,210MM,INTERMAGNET,,,
LOP,33.08,68.25,113.15,65.1,Lop,1,Unknown,,,,
LOV,17.83,59.35,96.13,56.27,Lovo,1,INTERMAGNET,,,,
LOZ,35.08,67.97,114.65,64.77,Lovozero,2,IMAGE,AARI,,,
LRM,114.1,-22.22,-173.36,-32.83,Learmonth,1,INTERMAGNET,,,,
LRV,338.3,64.18,66.72,65.01,Leirvogur,1,INTERMAGNET,,,,
LVV,23.75,49.9,98.46,45.49,Lvov,1,INTERMAGNET,,,,
LYC,18.75,64.61,99.33,61.87,Lycksele,2,IMAGE,INTERMAGNET,,,
LYR,15.83,78.2,111.03,75.64,Longyearbyen,2,TROMSOE,IMAGE,,,
LZH,103.85,36.09,177.25,30.55,Lanzhou,1,INTERMAGNET,,,,
M01,263.55,46.87,-27.71,56.59,Glyndon,1,McMAC,,,,
M02,266.75,45.56,-23.05,55.55,Cambridge,1,McMAC,,,,
M03,264.4,43.6,-26.26,53.38,Worthington,1,McMAC,,,,
M04,263.84,41.36,-26.89,51.07,Bennington,1,McMAC,,,,
M05,263.7,38.5,-26.91,48.18,Americus,1,McMAC,,,,
M06,262.6,35,-28.16,44.52,Purcell,1,McMAC,,,,
M07,262.25,32.98,-28.49,42.44,Richardson,1,McMAC,,,,
M08,261.39,29.44,-29.35,38.74,San Antonio,1,McMAC,,,,
M09,262.2,26.4,-28.17,35.8,Lyford,1,McMAC,,,,
M10,260.4,24.8,-30.22,33.87,Linares,1,McMAC,,,,
M11,256.9,20.7,-33.86,29.01,Juriquilla,1,McMAC,,,,
MAB,5.68,50.3,82.86,45.98,Manhay,1,INTERMAGNET,,,,
MAS,23.7,69.46,106.36,66.65,Masi,2,IMAGE,EMMA,,,
MAW,62.88,-67.61,90.72,-70.67,Mawson,1,INTERMAGNET,,,,
MBC,240.64,76.32,-81.35,81.13,Mould Bay,2,CANMOS,INTERMAGNET,,,
MBO,343.03,14.38,58.44,1.2,Mbour,1,INTERMAGNET,,,,
MCE,326.1,72.4,63.93,75.2,Magic1 east,1,DTUSpace,,,,
MCG,321.65,72.6,60.05,76.06,Magic2 GISP,1,DTUSpace,,,,
MCM,166.67,-77.85,-31.25,-79.96,McMurdo Station,1,PENGUIN,,,,
MCN,322.38,73.93,62.9,77.2,Magic1 north,1,DTUSpace,,,,
MCQ,158.95,-54.5,-110.94,-64.39,Macquarie Island,2,210MM,INTERMAGNET,,,
MCR,313.71,66.48,45.42,71.35,Magic2 Raven,1,DTUSpace,,,,
MCW,317.41,72,54.95,76.13,Magic1 west,1,DTUSpace,,,,
MEA,246.65,54.62,-52.1,61.85,Meanook,2,CANMOS,INTERMAGNET,,,
MEK,30.97,62.77,108.66,59.57,Mekrijaervi,2,IMAGE,EMMA,,,
MGD,150.86,59.97,-139.32,54.3,Magadan,3,GFZ,210MM,INTERMAGNET,,
MID,182.62,28.21,-108.84,24.27,Midway,1,INTERMAGNET,,,,
MIR,93.02,-66.55,124.25,-77.56,Mirny,2,INTERMAGNET,AARI,,,
MIZ,141.2,39.11,-146.04,32.11,Mizusawa,1,INTERMAGNET,,,,
MLT,30.89,29.52,103.13,21.81,Misallat,1,INTERMAGNET,,,,
MMB,144.19,43.91,-143.33,37.08,Memambetsu,1,INTERMAGNET,,,,
MNK,26.52,54.1,101.95,50.31,Minsk,1,Unknown,,,,
MOS,37.32,55.48,112.09,51.85,Moscow,1,IZMIRAN,,,,
MSH,288.52,42.6,7.85,51.59,Millstone Hill,1,MEASURE,,,,
MSK,34.52,52.69,108.92,48.82,MSK,1,INTERMAGNET,,,,
MSR,142.27,44.37,-145.03,37.64,Moshiri,1,210MM,,,,
MUO,23.53,68.02,105.23,65.19,Muonio,2,IMAGE,EMMA,,,
MUT,121.02,14.37,-166.45,6.9,Muntinlupa,1,210MM,,,,
MZH,117.4,49.6,-168.51,44.53,Manzaoli,1,Unknown,,,,
NAL,11.95,78.92,109.96,76.57,New Aalesund,2,TROMSOE,IMAGE,,,
NAN,298.3,56.4,22.81,63.9,Nain,2,MACCS,THEMIS,,,
NAQ,314.56,61.16,43.19,65.75,Narssarssuaq,2,DTUSpace,INTERMAGNET,,,
NCK,16.72,47.63,91.68,42.6,Nagycenk,3,SEGMA,INTERMAGNET,EMMA,,
NEW,242.88,48.27,-54.82,54.65,Newport,2,INTERMAGNET,USGS,,,
NGK,12.68,52.07,89.28,48.03,Niemegk,2,GFZ,INTERMAGNET,,,
NKK,62.12,45.77,135.28,41.74,Novokazalinsk,1,Unknown,,,,
NMP,39.25,-15.09,110.85,-24.9,Nampula,1,INTERMAGNET,,,,
NOK,88.1,69.4,162.74,65.41,NOK,2,RAPIDMAG,GIMA,,,
NOR,25.79,71.09,109.28,68.19,Nordkapp,2,TROMSOE,IMAGE,,,
NRD,343.33,81.6,101.64,81.27,Nord,1,DTUSpace,,,,
NUR,24.65,60.5,102.35,57.32,Nurmajarvi,4,IMAGE,EMMA,SAMNET,,
NVL,11.83,-70.78,53.55,-63.26,Novolazorevskaya,1,AARI,,,,
NVS,82.9,55.03,156.55,51.26,Novosibirsk,1,INTERMAGNET,,,,
ODE,30.88,46.22,104.42,41.46,Odessa,1,GFZ,,,,
OHI,302.1,-63.32,12.87,-49.52,OHiggins,1,SAMBA,,,,
ONW,141.47,33.43,-145.96,26.14,Onagawa,1,210MM,,,,
ORC,315.26,-60.74,20.47,-48.69,Orcadas,1,INTERMAGNET,,,,
OSO,286.91,-40.34,-0.03,-26.48,Osorno,1,SAMBA,,,,
OTT,284.45,45.4,2.52,54.98,Ottawa,2,CANMOS,INTERMAGNET,,,
OUJ,27.23,64.52,106.27,61.47,Oulujarvi,2,IMAGE,SAMNET,,,
OUL,25.85,65.1,105.42,62.11,Oulu,1,SAMNET,,,,
P01,16.66,45.41,91.18,39.82,Lonjsko Polje,1,EMMA,,,CANMOS,
PAC,289.91,-40.34,1.97,-26.64,Punta Arenas,1,SAMBA,,,,
PAF,70.26,-49.35,123.64,-58.63,Port aux Francias,1,INTERMAGNET,,,,
PAG,24.18,47.49,98.37,42.66,Panagjurishte,3,GFZ,INTERMAGNET,SEGMA,,
PAL,295.95,-64.77,9.72,-50.55,Palmer,1,SAMBA,,,,
PBC,270.3,68.5,-20.27,77.74,Pelly Bay,1,MACCS,,,,
PBK,170.9,70.1,-128.74,65.94,Pebek,2,AARI,GIMA,,,
PBQ,282.26,55.28,0.2,65.01,Poste de la Baleine,2,CANMOS,INTERMAGNET,,,
PEG,23.9,38.1,96.81,31.21,Pedeli,1,INTERMAGNET,,,,
PEL,24.08,66.9,104.97,64.03,Pello,2,IMAGE,EMMA,,,
PET,158.25,52.97,-132.07,46.73,Paratunka,1,GFZ,,,,
PG1,77.2,-85.5,33.68,-76.55,Antartica,1,THEMIS,,,,
PG2,57.96,-84.42,39.07,-75.24,Antartica,1,THEMIS,,,,
PG3,37.62,-84.42,37.95,-73.43,Antartica,1,THEMIS,,,,
PG4,12.2,-83.34,36.38,-70.83,Antartica,1,THEMIS,,,INTERMAGNET,
PGC,294.2,66.1,20.55,74.09,Pangnirtung,1,MACCS,,,,
PHU,105.95,21.03,178.77,14.11,Phuthuy,1,INTERMAGNET,,,,
PIL,294.47,-31.4,4.76,-18.39,Pilar,1,INTERMAGNET,,,,
PIN,263.96,50.2,-27.43,59.96,Pinawa,3,CARISMA,THEMIS,CANOPUS,,
